date,country,confirmed,deaths
2020-02-24 00:00:00,US,16,0
2020-02-25 00:00:00,Russia,2,0
2020-02-25 00:00:00,US,16,0
2020-02-26 00:00:00,Russia,2,0
2020-02-26 00:00:00,US,16,0
2020-02-27 00:00:00,Russia,2,0
2020-02-27 00:00:00,US,17,0
2020-02-28 00:00:00,Russia,2,0
2020-02-28 00:00:00,US,17,0
2020-02-29 00:00:00,Russia,2,0
2020-02-29 00:00:00,US,25,1
2020-03-01 00:00:00,Russia,2,0
2020-03-01 00:00:00,US,32,1
2020-03-02 00:00:00,Russia,3,0
2020-03-02 00:00:00,US,55,6
2020-03-03 00:00:00,Russia,3,0
2020-03-03 00:00:00,US,74,7
2020-03-04 00:00:00,Russia,3,0
2020-03-04 00:00:00,US,107,11
2020-03-05 00:00:00,Russia,4,0
2020-03-05 00:00:00,US,184,12
2020-03-06 00:00:00,Russia,13,0
2020-03-06 00:00:00,US,237,14
2020-03-07 00:00:00,Russia,13,0
2020-03-07 00:00:00,US,403,17
2020-03-08 00:00:00,Russia,17,0
2020-03-08 00:00:00,US,519,21
2020-03-09 00:00:00,Russia,17,0
2020-03-09 00:00:00,US,594,22
2020-03-10 00:00:00,Russia,20,0
2020-03-10 00:00:00,US,782,28
2020-03-11 00:00:00,Russia,20,0
2020-03-11 00:00:00,US,1147,33
2020-03-12 00:00:00,Russia,28,0
2020-03-12 00:00:00,US,1586,43
2020-03-13 00:00:00,Russia,45,0
2020-03-13 00:00:00,US,2219,51
2020-03-14 00:00:00,Russia,59,0
2020-03-14 00:00:00,US,2978,58
2020-03-15 00:00:00,Russia,63,0
2020-03-15 00:00:00,US,3212,70
2020-03-16 00:00:00,Russia,90,0
2020-03-16 00:00:00,US,4679,97
2020-03-17 00:00:00,Russia,114,0
2020-03-17 00:00:00,US,6512,134
2020-03-18 00:00:00,Russia,147,0
2020-03-18 00:00:00,US,9169,194
2020-03-19 00:00:00,Russia,199,1
2020-03-19 00:00:00,US,13663,266
2020-03-20 00:00:00,Russia,253,1
2020-03-20 00:00:00,US,20030,372
2020-03-21 00:00:00,Russia,306,1
2020-03-21 00:00:00,US,26025,475
2020-03-22 00:00:00,Russia,367,1
2020-03-22 00:00:00,US,34898,603
2020-03-23 00:00:00,Russia,438,1
2020-03-23 00:00:00,US,46136,792
2020-03-24 00:00:00,Russia,495,1
2020-03-24 00:00:00,US,56755,1033
2020-03-25 00:00:00,Russia,658,3
2020-03-25 00:00:00,US,68837,1369
2020-03-26 00:00:00,Russia,840,3
2020-03-26 00:00:00,US,86693,1785
2020-03-27 00:00:00,Russia,1036,4
2020-03-27 00:00:00,US,105383,2304
2020-03-28 00:00:00,Russia,1264,4
2020-03-28 00:00:00,US,125013,2977
2020-03-29 00:00:00,Russia,1534,8
2020-03-29 00:00:00,US,143912,3569
2020-03-30 00:00:00,Russia,1836,9
2020-03-30 00:00:00,US,165987,4280
2020-03-31 00:00:00,Russia,2337,17
2020-03-31 00:00:00,US,192301,5362
2020-04-01 00:00:00,Russia,2777,24
2020-04-01 00:00:00,US,224587,6637
2020-04-02 00:00:00,Russia,3548,30
2020-04-02 00:00:00,US,256809,8152
2020-04-03 00:00:00,Russia,4149,34
2020-04-03 00:00:00,US,289116,9558
2020-04-04 00:00:00,Russia,4731,43
2020-04-04 00:00:00,US,321502,11167
2020-04-05 00:00:00,Russia,5389,45
2020-04-05 00:00:00,US,351397,12799
2020-04-06 00:00:00,Russia,6343,47
2020-04-06 00:00:00,US,382787,14536
2020-04-07 00:00:00,Russia,7497,58
2020-04-07 00:00:00,US,413566,17106
2020-04-08 00:00:00,Russia,8672,63
2020-04-08 00:00:00,US,444801,19259
2020-04-09 00:00:00,Russia,10131,76
2020-04-09 00:00:00,US,480743,21474
2020-04-10 00:00:00,Russia,11917,94
2020-04-10 00:00:00,US,515146,23662
2020-04-11 00:00:00,Russia,13584,106
2020-04-11 00:00:00,US,544229,25800
2020-04-12 00:00:00,Russia,15770,130
2020-04-12 00:00:00,US,571485,27692
2020-04-13 00:00:00,Russia,18328,148
2020-04-13 00:00:00,US,598424,29674
2020-04-14 00:00:00,Russia,21102,170
2020-04-14 00:00:00,US,627242,32127
2020-04-15 00:00:00,Russia,24490,198
2020-04-15 00:00:00,US,652650,34718
2020-04-16 00:00:00,Russia,27938,232
2020-04-16 00:00:00,US,682652,36916
2020-04-17 00:00:00,Russia,32008,273
2020-04-17 00:00:00,US,715718,39029
2020-04-18 00:00:00,Russia,36793,313
2020-04-18 00:00:00,US,743625,40969
2020-04-19 00:00:00,Russia,42853,361
2020-04-19 00:00:00,US,769687,42958
2020-04-20 00:00:00,Russia,47121,405
2020-04-20 00:00:00,US,799507,45201
2020-04-21 00:00:00,Russia,52763,456
2020-04-21 00:00:00,US,825433,47659
2020-04-22 00:00:00,Russia,57999,513
2020-04-22 00:00:00,US,854344,50132
2020-04-23 00:00:00,Russia,62773,555
2020-04-23 00:00:00,US,887956,52567
2020-04-24 00:00:00,Russia,68622,615
2020-04-24 00:00:00,US,920283,54745
2020-04-25 00:00:00,Russia,74588,681
2020-04-25 00:00:00,US,950663,56469
2020-04-26 00:00:00,Russia,80949,747
2020-04-26 00:00:00,US,977151,57882
2020-04-27 00:00:00,Russia,87147,794
2020-04-27 00:00:00,US,1000866,59377
2020-04-28 00:00:00,Russia,93558,867
2020-04-28 00:00:00,US,1025441,61605
2020-04-29 00:00:00,Russia,99399,972
2020-04-29 00:00:00,US,1051900,64003
2020-04-30 00:00:00,Russia,106498,1073
2020-04-30 00:00:00,US,1081105,66184
2020-05-01 00:00:00,Russia,114431,1169
2020-05-01 00:00:00,US,1116012,68095
2020-05-02 00:00:00,Russia,124054,1222
2020-05-02 00:00:00,US,1143360,69830
2020-05-03 00:00:00,Russia,134687,1280
2020-05-03 00:00:00,US,1167681,71029
2020-05-04 00:00:00,Russia,145268,1356
2020-05-04 00:00:00,US,1191749,72406
2020-05-05 00:00:00,Russia,155370,1451
2020-05-05 00:00:00,US,1216277,74613
2020-05-06 00:00:00,Russia,165929,1537
2020-05-06 00:00:00,US,1240846,76934
2020-05-07 00:00:00,Russia,177160,1625
2020-05-07 00:00:00,US,1268275,78853
2020-05-08 00:00:00,Russia,187859,1723
2020-05-08 00:00:00,US,1295105,80612
2020-05-09 00:00:00,Russia,198676,1827
2020-05-09 00:00:00,US,1320281,82081
2020-05-10 00:00:00,Russia,209688,1915
2020-05-10 00:00:00,US,1339086,83072
2020-05-11 00:00:00,Russia,221344,2009
2020-05-11 00:00:00,US,1358384,84109
2020-05-12 00:00:00,Russia,232243,2116
2020-05-12 00:00:00,US,1381311,85706
2020-05-13 00:00:00,Russia,242271,2212
2020-05-13 00:00:00,US,1401744,87429
2020-05-14 00:00:00,Russia,252245,2305
2020-05-14 00:00:00,US,1428561,89204
2020-05-15 00:00:00,Russia,262843,2418
2020-05-15 00:00:00,US,1453294,90869
2020-05-16 00:00:00,Russia,272043,2537
2020-05-16 00:00:00,US,1477429,92070
2020-05-17 00:00:00,Russia,281752,2631
2020-05-17 00:00:00,US,1495817,92899
2020-05-18 00:00:00,Russia,290678,2722
2020-05-18 00:00:00,US,1518206,94127
2020-05-19 00:00:00,Russia,299941,2837
2020-05-19 00:00:00,US,1539185,95579
2020-05-20 00:00:00,Russia,308705,2972
2020-05-20 00:00:00,US,1561910,97078
2020-05-21 00:00:00,Russia,317554,3099
2020-05-21 00:00:00,US,1587679,98265
2020-05-22 00:00:00,Russia,326448,3249
2020-05-22 00:00:00,US,1611328,99490
2020-05-23 00:00:00,Russia,335882,3388
2020-05-23 00:00:00,US,1632427,100570
2020-05-24 00:00:00,Russia,344481,3541
2020-05-24 00:00:00,US,1652504,101210
2020-05-25 00:00:00,Russia,353427,3633
2020-05-25 00:00:00,US,1671166,101808
2020-05-26 00:00:00,Russia,362342,3807
2020-05-26 00:00:00,US,1690829,102486
2020-05-27 00:00:00,Russia,370680,3968
2020-05-27 00:00:00,US,1709380,103939
2020-05-28 00:00:00,Russia,379051,4142
2020-05-28 00:00:00,US,1731700,105031
2020-05-29 00:00:00,Russia,387623,4374
2020-05-29 00:00:00,US,1756178,106157
2020-05-30 00:00:00,Russia,396575,4555
2020-05-30 00:00:00,US,1779810,107111
2020-05-31 00:00:00,Russia,405843,4693
2020-05-31 00:00:00,US,1798793,107729
2020-06-01 00:00:00,Russia,414328,4849
2020-06-01 00:00:00,US,1816207,108497
2020-06-02 00:00:00,Russia,423186,5031
2020-06-02 00:00:00,US,1837709,109478
2020-06-03 00:00:00,Russia,431715,5208
2020-06-03 00:00:00,US,1857566,110485
2020-06-04 00:00:00,Russia,440538,5376
2020-06-04 00:00:00,US,1879224,111483
2020-06-05 00:00:00,Russia,449256,5520
2020-06-05 00:00:00,US,1904627,112372
2020-06-06 00:00:00,Russia,458102,5717
2020-06-06 00:00:00,US,1925769,113014
2020-06-07 00:00:00,Russia,467073,5851
2020-06-07 00:00:00,US,1943697,113474
2020-06-08 00:00:00,Russia,476043,5963
2020-06-08 00:00:00,US,1961313,113982
2020-06-09 00:00:00,Russia,484630,6134
2020-06-09 00:00:00,US,1979696,114890
2020-06-10 00:00:00,Russia,493023,6350
2020-06-10 00:00:00,US,2000807,115767
2020-06-11 00:00:00,Russia,501800,6522
2020-06-11 00:00:00,US,2023973,116593
2020-06-12 00:00:00,Russia,510761,6705
2020-06-12 00:00:00,US,2048801,117420
2020-06-13 00:00:00,Russia,519458,6819
2020-06-13 00:00:00,US,2074013,118159
2020-06-14 00:00:00,Russia,528267,6938
2020-06-14 00:00:00,US,2092954,118503
2020-06-15 00:00:00,Russia,536484,7081
2020-06-15 00:00:00,US,2112781,118901
2020-06-16 00:00:00,Russia,544725,7274
2020-06-16 00:00:00,US,2136448,119711
2020-06-17 00:00:00,Russia,552549,7468
2020-06-17 00:00:00,US,2163520,120450
2020-06-18 00:00:00,Russia,560321,7650
2020-06-18 00:00:00,US,2192057,121141
2020-06-19 00:00:00,Russia,568292,7831
2020-06-19 00:00:00,US,2223601,121770
2020-06-20 00:00:00,Russia,576162,7992
2020-06-20 00:00:00,US,2255881,122326
2020-06-21 00:00:00,Russia,583879,8101
2020-06-21 00:00:00,US,2281031,122646
2020-06-22 00:00:00,Russia,591465,8196
2020-06-22 00:00:00,US,2313175,123052
2020-06-23 00:00:00,Russia,598878,8349
2020-06-23 00:00:00,US,2350247,123800
2020-06-24 00:00:00,Russia,606043,8503
2020-06-24 00:00:00,US,2386125,124537
2020-06-25 00:00:00,Russia,613148,8594
2020-06-25 00:00:00,US,2426451,125075
2020-06-26 00:00:00,Russia,619936,8770
2020-06-26 00:00:00,US,2472450,125703
2020-06-27 00:00:00,Russia,626779,8958
2020-06-27 00:00:00,US,2513780,126210
2020-06-28 00:00:00,Russia,633563,9060
2020-06-28 00:00:00,US,2554514,126525
2020-06-29 00:00:00,Russia,640246,9152
2020-06-29 00:00:00,US,2595813,126911
2020-06-30 00:00:00,Russia,646929,9306
2020-06-30 00:00:00,US,2642233,127466
2020-07-01 00:00:00,Russia,653479,9521
2020-07-01 00:00:00,US,2694053,128166
2020-07-02 00:00:00,Russia,660231,9668
2020-07-02 00:00:00,US,2750689,128876
2020-07-03 00:00:00,Russia,666941,9844
2020-07-03 00:00:00,US,2802040,129546
2020-07-04 00:00:00,Russia,673564,10011
2020-07-04 00:00:00,US,2847733,129861
2020-07-05 00:00:00,Russia,680283,10145
2020-07-05 00:00:00,US,2898480,130187
2020-07-06 00:00:00,Russia,686852,10280
2020-07-06 00:00:00,US,2941586,130564
2020-07-07 00:00:00,Russia,693215,10478
2020-07-07 00:00:00,US,3002247,131723
2020-07-08 00:00:00,Russia,699749,10650
2020-07-08 00:00:00,US,3062366,132545
2020-07-09 00:00:00,Russia,706240,10826
2020-07-09 00:00:00,US,3124875,133564
2020-07-10 00:00:00,Russia,712863,11000
2020-07-10 00:00:00,US,3192932,134378
2020-07-11 00:00:00,Russia,719449,11188
2020-07-11 00:00:00,US,3252949,135107
2020-07-12 00:00:00,Russia,726036,11318
2020-07-12 00:00:00,US,3311373,135579
2020-07-13 00:00:00,Russia,732547,11422
2020-07-13 00:00:00,US,3370303,136026
2020-07-14 00:00:00,Russia,738787,11597
2020-07-14 00:00:00,US,3438354,136941
2020-07-15 00:00:00,Russia,745197,11753
2020-07-15 00:00:00,US,3506444,137922
2020-07-16 00:00:00,Russia,751612,11920
2020-07-16 00:00:00,US,3582310,138874
2020-07-17 00:00:00,Russia,758001,12106
2020-07-17 00:00:00,US,3654546,139798
2020-07-18 00:00:00,Russia,764215,12228
2020-07-18 00:00:00,US,3717082,140655
2020-07-19 00:00:00,Russia,770311,12323
2020-07-19 00:00:00,US,3777538,141140
2020-07-20 00:00:00,Russia,776212,12408
2020-07-20 00:00:00,US,3839645,141702
2020-07-21 00:00:00,Russia,782040,12561
2020-07-21 00:00:00,US,3904106,142787
2020-07-22 00:00:00,Russia,787890,12726
2020-07-22 00:00:00,US,3974685,144010
2020-07-23 00:00:00,Russia,793720,12873
2020-07-23 00:00:00,US,4043130,145078
2020-07-24 00:00:00,Russia,799499,13026
2020-07-24 00:00:00,US,4116449,146182
2020-07-25 00:00:00,Russia,805332,13172
2020-07-25 00:00:00,US,4181402,147114
2020-07-26 00:00:00,Russia,811073,13249
2020-07-26 00:00:00,US,4236218,147645
2020-07-27 00:00:00,Russia,816680,13334
2020-07-27 00:00:00,US,4293001,148772
2020-07-28 00:00:00,Russia,822060,13483
2020-07-28 00:00:00,US,4359413,150103
2020-07-29 00:00:00,Russia,827509,13650
2020-07-29 00:00:00,US,4431286,151511
2020-07-30 00:00:00,Russia,832993,13778
2020-07-30 00:00:00,US,4498752,152747
2020-07-31 00:00:00,Russia,838461,13939
2020-07-31 00:00:00,US,4567464,153984
2020-08-01 00:00:00,Russia,843890,14034
2020-08-01 00:00:00,US,4623665,155071
2020-08-02 00:00:00,Russia,849277,14104
2020-08-02 00:00:00,US,4669233,155509
2020-08-03 00:00:00,Russia,854641,14183
2020-08-03 00:00:00,US,4714734,156092
2020-08-04 00:00:00,Russia,859762,14327
2020-08-04 00:00:00,US,4773508,157376
2020-08-05 00:00:00,Russia,864948,14465
2020-08-05 00:00:00,US,4827974,158816
2020-08-06 00:00:00,Russia,870187,14579
2020-08-06 00:00:00,US,4887323,160053
2020-08-07 00:00:00,Russia,875378,14698
2020-08-07 00:00:00,US,4946626,161296
2020-08-08 00:00:00,Russia,880563,14827
2020-08-08 00:00:00,US,5000760,162366
2020-08-09 00:00:00,Russia,885718,14903
2020-08-09 00:00:00,US,5046529,162887
2020-08-10 00:00:00,Russia,890799,14973
2020-08-10 00:00:00,US,5094135,163521
2020-08-11 00:00:00,Russia,895691,15103
2020-08-11 00:00:00,US,5142138,164545
2020-08-12 00:00:00,Russia,900745,15231
2020-08-12 00:00:00,US,5198178,166049
2020-08-13 00:00:00,Russia,905762,15353
2020-08-13 00:00:00,US,5249494,167113
2020-08-14 00:00:00,Russia,910778,15467
2020-08-14 00:00:00,US,5314830,168450
2020-08-15 00:00:00,Russia,915808,15585
2020-08-15 00:00:00,US,5361781,169450
2020-08-16 00:00:00,Russia,920719,15653
2020-08-16 00:00:00,US,5400993,170065
2020-08-17 00:00:00,Russia,925558,15707
2020-08-17 00:00:00,US,5437645,170558
2020-08-18 00:00:00,Russia,930276,15836
2020-08-18 00:00:00,US,5482678,171785
2020-08-19 00:00:00,Russia,935066,15951
2020-08-19 00:00:00,US,5529998,173120
2020-08-20 00:00:00,Russia,939833,16058
2020-08-20 00:00:00,US,5574039,174225
2020-08-21 00:00:00,Russia,944671,16148
2020-08-21 00:00:00,US,5622882,175308
2020-08-22 00:00:00,Russia,949531,16268
2020-08-22 00:00:00,US,5665946,176217
2020-08-23 00:00:00,Russia,954328,16341
2020-08-23 00:00:00,US,5700193,176763
2020-08-24 00:00:00,Russia,959016,16406
2020-08-24 00:00:00,US,5736675,177239
2020-08-25 00:00:00,Russia,963655,16524
2020-08-25 00:00:00,US,5777029,178462
2020-08-26 00:00:00,Russia,968297,16638
2020-08-26 00:00:00,US,5822201,179624
2020-08-27 00:00:00,Russia,972972,16758
2020-08-27 00:00:00,US,5867594,180737
2020-08-28 00:00:00,Russia,977730,16866
2020-08-28 00:00:00,US,5914426,181712
2020-08-29 00:00:00,Russia,982573,16977
2020-08-29 00:00:00,US,5957180,182628
2020-08-30 00:00:00,Russia,987470,17045
2020-08-30 00:00:00,US,5991584,183069
2020-08-31 00:00:00,Russia,992402,17128
2020-08-31 00:00:00,US,6026946,183611
2020-09-01 00:00:00,Russia,997072,17250
2020-09-01 00:00:00,US,6068792,184638
2020-09-02 00:00:00,Russia,1001965,17365
2020-09-02 00:00:00,US,6109810,185711
2020-09-03 00:00:00,Russia,1006923,17479
2020-09-03 00:00:00,US,6154061,186741
2020-09-04 00:00:00,Russia,1011987,17598
2020-09-04 00:00:00,US,6204443,187698
2020-09-05 00:00:00,Russia,1017131,17707
2020-09-05 00:00:00,US,6247601,188455
2020-09-06 00:00:00,Russia,1022228,17768
2020-09-06 00:00:00,US,6278819,188924
2020-09-07 00:00:00,Russia,1027334,17818
2020-09-07 00:00:00,US,6302432,189238
2020-09-08 00:00:00,Russia,1032354,17939
2020-09-08 00:00:00,US,6329658,189695
2020-09-09 00:00:00,Russia,1037526,18080
2020-09-09 00:00:00,US,6363707,190854
2020-09-10 00:00:00,Russia,1042836,18207
2020-09-10 00:00:00,US,6399763,191776
2020-09-11 00:00:00,Russia,1048257,18309
2020-09-11 00:00:00,US,6447532,192930
2020-09-12 00:00:00,Russia,1053663,18426
2020-09-12 00:00:00,US,6488633,193640
2020-09-13 00:00:00,Russia,1059024,18517
2020-09-13 00:00:00,US,6523005,194068
2020-09-14 00:00:00,Russia,1064438,18573
2020-09-14 00:00:00,US,6557428,194502
2020-09-15 00:00:00,Russia,1069873,18723
2020-09-15 00:00:00,US,6596920,195701
2020-09-16 00:00:00,Russia,1075485,18853
2020-09-16 00:00:00,US,6635950,196658
2020-09-17 00:00:00,Russia,1081152,18996
2020-09-17 00:00:00,US,6681080,197514
2020-09-18 00:00:00,Russia,1086955,19128
2020-09-18 00:00:00,US,6730362,198403
2020-09-19 00:00:00,Russia,1092915,19270
2020-09-19 00:00:00,US,6772564,199133
2020-09-20 00:00:00,Russia,1098958,19349
2020-09-20 00:00:00,US,6811011,199400
2020-09-21 00:00:00,Russia,1105048,19420
2020-09-21 00:00:00,US,6862889,199824
2020-09-22 00:00:00,Russia,1111157,19575
2020-09-22 00:00:00,US,6902755,200852
2020-09-23 00:00:00,Russia,1117487,19720
2020-09-23 00:00:00,US,6941824,201914
2020-09-24 00:00:00,Russia,1123976,19867
2020-09-24 00:00:00,US,6988927,202812
2020-09-25 00:00:00,Russia,1131088,19973
2020-09-25 00:00:00,US,7037222,203753
2020-09-26 00:00:00,Russia,1138509,20140
2020-09-26 00:00:00,US,7081895,204522
2020-09-27 00:00:00,Russia,1146273,20239
2020-09-27 00:00:00,US,7119423,204837
2020-09-28 00:00:00,Russia,1154299,20299
2020-09-28 00:00:00,US,7152717,205193
2020-09-29 00:00:00,Russia,1162428,20456
2020-09-29 00:00:00,US,7196055,206056
2020-09-30 00:00:00,Russia,1170799,20630
2020-09-30 00:00:00,US,7235498,207010
2020-10-01 00:00:00,Russia,1179634,20796
2020-10-01 00:00:00,US,7281148,207879
2020-10-02 00:00:00,Russia,1188928,20981
2020-10-02 00:00:00,US,7336098,208732
2020-10-03 00:00:00,Russia,1198663,21153
2020-10-03 00:00:00,US,7384675,209415
2020-10-04 00:00:00,Russia,1209039,21260
2020-10-04 00:00:00,US,7420413,209789
2020-10-05 00:00:00,Russia,1219796,21375
2020-10-05 00:00:00,US,7459789,210272
2020-10-06 00:00:00,Russia,1231277,21559
2020-10-06 00:00:00,US,7505078,210957
2020-10-07 00:00:00,Russia,1242258,21755
2020-10-07 00:00:00,US,7556134,211874
2020-10-08 00:00:00,Russia,1253603,21939
2020-10-08 00:00:00,US,7614733,212865
2020-10-09 00:00:00,Russia,1265572,22137
2020-10-09 00:00:00,US,7671117,213834
2020-10-10 00:00:00,Russia,1278245,22331
2020-10-10 00:00:00,US,7726070,214493
2020-10-11 00:00:00,Russia,1291687,22471
2020-10-11 00:00:00,US,7772051,214964
2020-10-12 00:00:00,Russia,1305093,22594
2020-10-12 00:00:00,US,7813825,215363
2020-10-13 00:00:00,Russia,1318783,22834
2020-10-13 00:00:00,US,7866056,216163
2020-10-14 00:00:00,Russia,1332824,23069
2020-10-14 00:00:00,US,7925834,217150
2020-10-15 00:00:00,Russia,1346380,23350
2020-10-15 00:00:00,US,7990714,217987
2020-10-16 00:00:00,Russia,1361317,23580
2020-10-16 00:00:00,US,8059861,218931
2020-10-17 00:00:00,Russia,1376020,23857
2020-10-17 00:00:00,US,8116620,219696
2020-10-18 00:00:00,Russia,1390824,24039
2020-10-18 00:00:00,US,8165987,220187
2020-10-19 00:00:00,Russia,1406667,24205
2020-10-19 00:00:00,US,8233704,220670
2020-10-20 00:00:00,Russia,1422775,24473
2020-10-20 00:00:00,US,8295660,221595
2020-10-21 00:00:00,Russia,1438219,24786
2020-10-21 00:00:00,US,8358961,222718
2020-10-22 00:00:00,Russia,1453923,25072
2020-10-22 00:00:00,US,8435271,223609
2020-10-23 00:00:00,Russia,1471000,25353
2020-10-23 00:00:00,US,8517204,224572
2020-10-24 00:00:00,Russia,1487260,25647
2020-10-24 00:00:00,US,8599971,225526
2020-10-25 00:00:00,Russia,1503652,25875
2020-10-25 00:00:00,US,8662175,225987
2020-10-26 00:00:00,Russia,1520800,26092
2020-10-26 00:00:00,US,8729485,226520
2020-10-27 00:00:00,Russia,1537142,26409
2020-10-27 00:00:00,US,8806323,227492
2020-10-28 00:00:00,Russia,1553028,26752
2020-10-28 00:00:00,US,8885749,228525
2020-10-29 00:00:00,Russia,1570446,27111
2020-10-29 00:00:00,US,8976768,229529
2020-10-30 00:00:00,Russia,1588433,27462
2020-10-30 00:00:00,US,9076032,230586
2020-10-31 00:00:00,Russia,1606267,27787
2020-10-31 00:00:00,US,9165786,231511
2020-11-01 00:00:00,Russia,1624648,28026
2020-11-01 00:00:00,US,9270686,232018
2020-11-02 00:00:00,Russia,1642665,28264
2020-11-02 00:00:00,US,9355897,232590
2020-11-03 00:00:00,Russia,1661096,28611
2020-11-03 00:00:00,US,9483095,234168
2020-11-04 00:00:00,Russia,1680579,28996
2020-11-04 00:00:00,US,9587636,235275
2020-11-05 00:00:00,Russia,1699695,29285
2020-11-05 00:00:00,US,9717003,236440
2020-11-06 00:00:00,Russia,1720063,29654
2020-11-06 00:00:00,US,9845036,237665
2020-11-07 00:00:00,Russia,1740172,30010
2020-11-07 00:00:00,US,9972546,238755
2020-11-08 00:00:00,Russia,1760420,30292
2020-11-08 00:00:00,US,10087716,239329
2020-11-09 00:00:00,Russia,1781997,30546
2020-11-09 00:00:00,US,10208150,240104
2020-11-10 00:00:00,Russia,1802762,30899
2020-11-10 00:00:00,US,10348654,241520
2020-11-11 00:00:00,Russia,1822345,31326
2020-11-11 00:00:00,US,10495404,242955
2020-11-12 00:00:00,Russia,1843678,31755
2020-11-12 00:00:00,US,10660154,244164
2020-11-13 00:00:00,Russia,1865395,32156
2020-11-13 00:00:00,US,10840552,245364
2020-11-14 00:00:00,Russia,1887836,32536
2020-11-14 00:00:00,US,11008478,246711
2020-11-15 00:00:00,Russia,1910149,32885
2020-11-15 00:00:00,US,11144834,247491
2020-11-16 00:00:00,Russia,1932711,33184
2020-11-16 00:00:00,US,11307458,248326
2020-11-17 00:00:00,Russia,1954912,33619
2020-11-17 00:00:00,US,11471416,250037
2020-11-18 00:00:00,Russia,1975629,34068
2020-11-18 00:00:00,US,11644667,251952
2020-11-19 00:00:00,Russia,1998966,34525
2020-11-19 00:00:00,US,11836177,254006
2020-11-20 00:00:00,Russia,2023025,34980
2020-11-20 00:00:00,US,12034510,255966
2020-11-21 00:00:00,Russia,2047563,35442
2020-11-21 00:00:00,US,12213946,257589
2020-11-22 00:00:00,Russia,2071858,35838
2020-11-22 00:00:00,US,12360893,258627
2020-11-23 00:00:00,Russia,2096749,36192
2020-11-23 00:00:00,US,12534982,259727
2020-11-24 00:00:00,Russia,2120836,36675
2020-11-24 00:00:00,US,12710526,261858
2020-11-25 00:00:00,Russia,2144229,37173
2020-11-25 00:00:00,US,12893929,264116
2020-11-26 00:00:00,Russia,2169424,37688
2020-11-26 00:00:00,US,13006455,265503
2020-11-27 00:00:00,Russia,2196691,38175
2020-11-27 00:00:00,US,13214388,267057
2020-11-28 00:00:00,Russia,2223500,38676
2020-11-28 00:00:00,US,13370049,268423
2020-11-29 00:00:00,Russia,2249890,39127
2020-11-29 00:00:00,US,13510377,269465
2020-11-30 00:00:00,Russia,2275936,39491
2020-11-30 00:00:00,US,13670698,270809
2020-12-01 00:00:00,Russia,2302062,40050
2020-12-01 00:00:00,US,13859037,273353
2020-12-02 00:00:00,Russia,2327105,40630
2020-12-02 00:00:00,US,14061931,276171
2020-12-03 00:00:00,Russia,2354934,41173
2020-12-03 00:00:00,US,14285352,279108
2020-12-04 00:00:00,Russia,2382012,41730
2020-12-04 00:00:00,US,14517996,281805
